idHo,Ten_KH,Ten_TV,Mo_ta,idBo
196,Mimosaceae,Trinh nữ,"Mimosaceae R.Br. 1814Lá kép lông chim lẻ thường 2 lần, gồm rất nhiều lá chét bé. Lá kèm đôi khi biến thành gai, thường mặt trên của cuống có tuyến.Cụm hoa hình đầu với các hoa đều. Hoa mẫu 5, đều với cánh hoa xếp van.Quả đậuThế giới có 60 chi, 2800 loài, phân bố ở Chủ yếu ở vùng nhiệt đớiViệt Nam có 15 chi, 65 loài.Phân loại: Họ được chia làm 5 - 6 tông trên cơ sở lá và bộ nhị: Lá một lần lông chim: Inga, hai lần lông chim: Pithecellobium; nhị nhiều: Acacia, 5 - 10 nhị: Mimosa, Neptunia hoặc dựa trên hạt phấn và chia thành 5 nhóm khác nhau.Giá trị kinh tế: Lấy gỗ (Xylia, Acacia, Archidendron), làm cảnh (Acacia, Calliandra), làm thuốc, làm phân xanh, thức ăn gia súc và cải tạo đất (Mimosa, Neptunia).",32
197,Molluginaceae,Cỏ bụng cu (Cỏ bình cu),"Molluginaceae Hutch. 1926Cỏ, lá đơn, thường mọc đối, ít khi mọc cách hay mọc vòng.Gần với Nyctaginaceae (hạt cũng có phôi cong và ngoại nhũ) nhưng lá bắc không sặc sỡ, lá đài rời, bền trong quả. Bộ nhụy thường gồm 2-5 lá noãn rời hay hợp nguyên (syncarp) thành bầu thượng 2-5 ô.Quả nang chẻ ô (loculicide) hoặc mở bằng đường nứt ngangThế giới có 14 chi, 100 loài, phân bố chủ yếu ở nhiệt đới và cận nhiệt đới, nhiều ở Bắc Phi.Ỏ Việt Nam có 3 chi, 6 loài",28
198,Monimiaceae,Kì bạc,"Cây gỗ, lá đơn, mọc đối. Rất đặc trưng bởi có ống hoa hình chén (hypanthium) do đế hoa lõm xuống tạo thành chứa nhị và lá noãn ở trong, gần giốn như ở một số chỉ của họ hoa Hồng (Rosaceae) nhưng họ này bao phấn rất thoái hóa, nhị mang 2 tuyến nhỏ ở gốc (dấu vết của 3 bó nhị) và bao phấn thường nở bằng van.Trên thế giới có 30 chi và 450 loài, phân bố ở các nước nhiệt đới, chủ yếu ở Nam bán cầu, đặc biệt là Nam Mỹ.Ở Việt Nam chỉ có 1 chi 1 loài duy nhất là Kibara polyantha",11
199,Moraceae,Dâu tằm,"Moraceae Link 1831Cây bụi hoặc cây gỗ, có mủ trắng, có lá kèm lớn bao lấy chồi, khi rụng để lại 1 vòng trên cành.Cụm hoa có 2 dạng chính: dạng qủa Sung và dạng quả Dâu, dạng bông hình trụ dài hay ngắn hoặc hình đầuThế giới có 60 chi 1550 loài, phân bố ở Tập trung ở nhiệt đới và á nhiệt đới, ít khi ở ôn đới.Việt Nam có 11 chi, 164 loài.Phân loại: Họ có 6 tông, phân biệt với Urticaceae bởi với noãn đính bên, mủ trắngGiá trị kinh tế: Lấy gỗ (Morus spp.), ăn quả (Artocarpus spp.), làm thuốc (Ficus racemosa), làm cảnh (Ficus benjamina). ",45
200,Moringaceae,Chùm ngây (Ba đậu dại),"Moringaceae Dumort. 1829Khá gần với Capparraceae (Họ Màm màn): có gynophora, quả nang kéo dài thành quả giác nhưng khác là cây gỗ có lá kép 2-3 lần lông chim, hoa mẫu 5 (K5C5A5), nhị không đều nhau, xen kẽ với vòng nhị lép ngoài gồm 3-5 chiếc, xếp quanh mép của triền, bao phấn 1 ô, hạt có phôi thẳng.Thế giới có 1 chi, 10 loài, mọc hoang ở nhiệt đới châu Phi đến Ấn Độ.Việt Nam có nhập 1 loài để trồng là Chùm ngây - Moringa oleifera",88
201,Musaceae,Chuối,"Musaceae Juss. 1789Họ Chuối:Cây thảo có thân ngầm và bẹ lá ôm lấy nhau tạo thành thân giả cao to. Lá rất to, dài, hình bầu dục dài với gân chính to khỏe và các gân bên mảnh vuông góc với gân chính và song song với nhau.Cụm hoa dạng quả đạn B40 thẳng đứng hay treo, gồm nhiều bó hoa được bọc trong 1 lá hoa có màu đỏ hay tím. Hoa đa tính cùng gốc. Noãn nhiều đính trên giá noãn trụ giữa. Nhị hữu thụ 5, bầu dưới 3 ô.Quả mọng.Thế giới có 2 chi và 70 loài, phân bố ở các nước Nhiệt đới.Ở Việt Nam có cả 2 chi và khoảng 10 loài.Phân loại: Họ này có 2 chi: Musa (gần 40 loài) và Enseta (6 loài). Nó đặt trong Zingiberales bao gồm Strelitziaceae, Lowiaceae, Zingiberaceae, Marantaceae và Cannaceae. Chúng có họ hàng với nhau nhưng mối quan hệ không gần gũi. Chi Heliconia thường được gộp vào Musaceae nhưng ở đây để vào Strelitziaceae.Giá trị kinh tế: Phần lớn là cây lương thực, thực phẩm, làm dây buộc.",10
202,Myoporaceae,"Bách sao, Chọ","Myoporaceae - Họ Bách sao.Khá gần với Scrophulariaceae, nhưng ở đây là cây bụi hay cây gỗ nhỏ. Lá đơn, thường mọc cách (ít khi mọc đối).Bao phấn tách đôi thành 2 nửa gần rời nhau ở gốc và chỉ dính nhau ở đỉnh. Bầu thường 2 ô, mỗi ô chứa 2 noãn bên hoặc 4-8 noãn chồng chất từng đôi. Ít khi bầu chia bởi vách giả thành 3-10 ô.Quả dạng hạch.Thế giới có 5 chi và 180 loài, phân bố ở các nước Nhiệt đới.Ở Việt Nam có 1 chi và 1 loài.",92
203,Myricaceae,Dâu rượu,"Myricaceae Blume 1829Cây gỗ nhỏ hay bụi. Lá hình thìa hay mác ngược.Cụm hoa dạng bông cùng gốc. Hoa đực luôn luôn có hai hoa nhỏ, nhị thường 4 với đĩa mật ở gốc, chỉ dính ở gốc. Hoa cái có 2 - 4 lá hoa, không đĩa mật. Bầu trên một ô với 2 đầu nhuỵ.Quả nhỏ thôThế giới có 2 và 35 loài, phân bố ở toàn cầu, chủ yếu ở nhiệt đới và cận nhiệt đới.Việt Nam có 1 chi, 2 loài.Phân loại: Họ này có họ hàng với Betulaceae nhưng một số cho nó có họ hàng với Juglandaceae.Giá trị kinh tế: Quả đun lên để sản xuất sáp và dùng để chế rượu vang (Myrica esculenta). ",44
204,Myristicaceae,Máu chó (Nhục đậu khấu),"Cây thân gỗ, lá đơn, mọc cách. Nhóm này rất đặc trưng do thân, cành thường có nhựa mủ màu đỏ (giống như máu chó nên họ này được gọi là Máu chó) và lá thường có lông hình sao.Quan hệ họ hàng gần gũi với Na (Annonaceae): hoa có mẫu 3, hạt có nội nhũ cuốn.Hoa đơn tính khác gốc, không có cánh hoa, chỉ nhị thường hợp thành cột, bao phấn dính lại thành khối, lá noãn 1, quả nạc nhưng mở bằng 2 van.Hạt được bọc bởi tử y màu đỏ hay vàng.Thế giới có 16 chi, 380 loài, phân bố ở chấu Á, châu Mỹ, châu Phi và đảo Madagasca.Ở Việt Nam họ này có 3 chi và 25 loài.",54
205,Myrsinaceae,Đơn nem (Cơm nguội),"Myrsinaceae R.Br. 1810Cây thấp với lá mọc cách thường có tuyến mép lõm xuống.Cụm hoa thường mọc thành ngù. Hoa đều có các cánh hoa hợp lại thành hình chuông thường có chấm tuyến, 5 nhị.Quả hình cầu mọng nước thường có 1 vòi nhọn ở đỉnhThế giới có 38 chi, 1000 loài, phân bố ở Ôn đới ấm và nhiệt đới.Việt Nam có 6 chi, 140 loàiPhân loại: Họ này có 2 phân họ Maesoideae, MyrsinoideaeGiá trị kinh tế: Làm cảnh, làm thuốc. Nổi tiếng cây lá khôi (Ardisia silvestris) dùng để chữa đau dạ dày. ",48
206,Myrtaceae,Sim (Trâm),"Myrtaceae Juss. 1789Cây gỗ hoặc bụi, cành thường vuông và có khoang tinh dầu thơm. Lá mọc đối không lá kèm.Hoa đều lưỡng tính, mẫu 5, cánh hoa có màu sắc,  thùy đài xếp lợp, bộ nhị nhiều xếp obdiplostemon, có khi hợp thành 4, 5(6) nhóm hoặc đẳng số và đối diện với cánh hoa. Bao phấn mcos khi mở bằng lỗ ở đỉnh, không có triền, bàu có khi nhiều ô, bầu dưới.Quả nạc có nhiều hạt bé hay 1 - 2 hạt to (Roi)Thế giới có 100 chi, 3000 loài, Phân bố ở Nhiệt đới và á nhiệt đới, chủ yếu châu Mỹ và châu Úc.Phân loại: Họ có 2 phân họ: Myrtoideae và Leptospermoideae, có quan hệ với Lythraceae và MelastomataceaeGiá trị kinh tế: cho Gỗ, làm gia vị, lấy tinh dầu và ăn quả (Psidium guajava, Rhodomyrtus tomentosa, Eucalyptus spp., Syzygium spp.).",70
207,Najadaceae,"Thủy kiều (Rong li, Cọng vó, Rong từ)","Najadaceae Juss. 1789Dễ nhầm với hải kiều - Cymodoceaceae: cây thủy sinh, lá hìn dải, hoa đơn tính mọc thành cụm 2-4 chiếc, gần như không có bao hoa (hoa trần) , bộ nhụy đơn số giả, noãn 1.Cỏ ở nước, bé, ít cành và lá, sống 1 năm. Các lá hình thước, bé thường mọc tập trung lại như vòng, mép có răng.Hoa đơn tính, 1 nhị và bao phấn không cuống, mở bằng lỗ ở đỉnh. Noãn đảo, đứng ở gốc bầu. Bầu trên. Thụ phấn dưới nước.Quả không mở.Thế giới có 1 chi 50 loài, phân bố ở Toàn cầu, mọc trong nước.Phân loại: Nó được để trong liên bộ Alismatidae với các bộ như Alismatales, Hydrocharitales, cũng như Najadales. Nó gần nhất với Aponogetonaceae và Potamogetonaceae.Giá trị kinh tế: Nguồn thức ăn cho cá, nguồn phân xanh nổi tiếng chi Najas.",55
208,Narthericaceae,Cỏ sao,"Họ Cỏ sao (danh pháp khoa học: Nartheciaceae) là một họ trong thực vật có hoa. Họ này chỉ được một ít các nhà phân loại học thực vật công nhận.Hệ thống APG II công nhận họ này và đặt nó trong bộ Củ nâu (Dioscoreales) của nhánh monocots. Theo định nghĩa trong APG II thì họ này bao gồm khoảng 41 loài cây thân thảo trong 4-5 chi, bao gồm chi Narthecium",2
209,Nelumbonaceae,Sen,"Nelumbonaceae Dumort 1829Họ Sen là một họ thực vật có hoa chỉ có một chi duy nhất là Nelumbo  (tiếng Hindi: कमल) và có hai loài. Từ Nelumbo có nguồn gốc từ tiếng Sri Lanka nelum, để chỉ các loài sen.Các loài trong chi Nelumbo có hoa rất giống với các loài hoa súng trong họ Nymphaeaceae (họ Súng). Lá của các loài sen có thể phân biệt được với lá của các loài trong họ Nymphaeaceae, do lá sen có hình khiên (lá tròn), trong khi đó Nymphaeaceae có vết khía hình chữ V đặc trưng từ mép lá vào tâm của lá. Quả ở trung tâm chứa các hạt của các loài cũng có đặc trưng phân biệt và được gọi là bát sen.Cỏ thủy sinh, lá hình khiênHoa lưỡng tính, xếp xoắn. Lá đài 2. Cánh hoa nhiều, xếp xoắn, ít phân biệt với lá đài. Nhị nhiều, xếp xoắn. Đặc trưng bởi bộ nhụy gồm nhiều lá noãn rời, xếp vòng, vùi sâu trong đế hoa hình nón ngược nằm vượt lên trên bộ nhị.Phân loạiHọ này chỉ được một số ít các nhà phân loại học công nhận. Các loài trong họ này thường được gộp chung vào họ Súng (Nymphaeaceae).Hệ thống APG II năm 2003 (không thay đổi từ hệ thống APG năm 1998) công nhận họ này và đặt nó trong bộ Quắn hoa (Proteales), trong nhánh eudicots.Hệ thống Cronquist năm 1981 cũng công nhận họ này nhưng đặt nó trong bộ Súng (Nymphaeales) thuộc phân lớp Magnoliidae của lớp thực vật hai lá mầm (Magnoliopsida).Hệ thống Dahlgren và hệ thống Thorne (1992) cũng công nhận họ này và đặt nó trong một bộ riêng của chính nó là bộ Sen (Nelumbonales) thuộc siêu bộ Magnolianae của phân lớp Magnoliidae [=thực vật hai lá mầm].Nelumbo nucifera được biết đến nhiều như là một loại hoa linh thiêng của Ấn giáo và Phật giáo và là quốc hoa của Ấn Độ. Thân rễ (ngó sen) của nó cũng được sử dụng nhiều trong ẩm thực châu Á. Nhà thờ của Bahá'í giáo tại Ấn Độ có hình dạng của hoa sen.Nelumbo lutea là loài sen thứ hai có màu trắng thấy phổ biến ở Bắc Mỹ.Thế giới có 1 chi 2 loài, phân bố ở nhiệt đới và cận nhiệt đới châu Á, châu Úc, Bắc Mỹ.Ở Việt Nam có 1 loàiSen trong đời sống    * Hoa sen là một biểu tượng cho sự thanh cao theo người Việt và nhiều nơi khác ở châu Á. Hình ảnh tòa sen hiện diện trong ảnh thờ phụng, đặc biệt là Phật giáo.    * Hạt sen được dùng làm thuốc trị các chứng mất ngủ thông thường và có tác dụng an thần. Trong ngày Tết thì hạt sen được dùng làm mứt để thưởng thức với trà nóng.
    * Ngó sen cũng được chế biến làm thực phẩm như ""gỏi ngó sen""
    * Trong ca dao tục ngữ:    Trong đầm gì đẹp bằng sen
    Lá xanh bông trắng lại chen nhị vàng
    Nhị vàng, bông trắng lá xanh
    Gần bùn mà chẳng hôi tanh mùi bùn
    (ca dao)    Trên đời gì rẻ bằng Bèo,
    Chờ khi nước lụt, Bèo trèo lên Sen.
    Trên đời gì tốt bằng Sen,
    Quan yêu dân chuộng, rã bèn cũng hư.
    (ca dao)",46
210,Nepenthaceae,Nắp ấm,"Nepenthaceae Dumort. 1829Hầu hết cây bụi trườn. Lá thường không có cuống, mà trên cuống có phiến tạo thành cánh, không lá kèm, ở đỉnh lá thường gân chính kéo dài ra mang một cái túi dạng bình có nắp để bắt sâu bọ, vì thế có tên là cây nắp ấm.Hoa đều, có màu sắc và đơn tính, khác gốc. Hoa đực có 24 nhị dính thành cột và bao phấn tạo thành một khối. Hoa cái có đầu nhuỵ hình đĩa. Bầu trên có 4 ô, nhiều noãn đính trụ giữa.Quả nang.Thế giới có 1 chi, 75 loài, phân bố ở Rừng rậm cổ nhiệt đớiViệt Nam có 5 loài.Phân loại: Nó gần với Saraceniaceae và Droseraceae.Giá trị kinh tế: Thân làm dây buộc (Nepenthes spp.). ",71
211,Nolinaceae,Phong nữ,,56
212,Nyctaginaceae,"Hoa phấn (Bông phấn, Hoa giấy)","Cây bụi hoặc cỏ, lá đơn mọc cách hay đối, không có lá kèmHoa thường lưỡng tính, không có cánh hoa, đặc trưng bởi gốc hoa có lá bắc sặc sỡ trông giống như đài hoa. Đài hình ống, thường mẫu 5 và có dạng cánh hoa. Nhị thường đẳng số và xen với lá đài. Bộ nhụy gồm 1 lá noãn, bầu thượng, vòi dài.Quả hạch khô, hạt có phôi cong và có ngoại nhũ to.Thế giới có 30 chi, 300 loài, phân bố ở nhiệt đới và cận nhiệt đới, chủ yếu ở châu Mỹ, ít khi ở châu Phi và châu Á.Việt Nam có 4 chi, 7 loài",46
213,Nymphaeaceae,Súng,"Nymphaeaceae Salib. 1805Cây thủy sinh có thân ngầm. Lá lớn gần như hình tròn với 2 thuỳ mép ở gốc chồng lên nhau hay tạo thành góc nhọn. Hoa to có màu sắc, nhiều mảnh bao hoa, nhiều nhị, nhiều lá noãn rời.Thế giới có 4 chi, 60 loài, Phân bố ở nước ngọt, khắp thế giới.Ở Việt Nam có 2 chi, 5 loài.Phân loại: Họ này có họ hàng với các họ nguyên thuỷ trong Ranunculales nhưng có nhiều đặc điểm Một lá mầmGiá trị kinh tế: Làm cảnh (Nymphaea stellata, N. rubra).",11
214,Nyssaceae,"Hà bá, Tử","Nyssaceae - Họ Hà bá:Cây thân gỗ. Lá đơn, mọc cách, không có lá kèm.Gần với Davidiaceae (kể cả có cụm hoa hình đầu...), nhưng ở đây có hoa bao kép (K5C5) hay chỉ có có đài ở hoa cái. Ở hoa đực nhị thường 10, gần như thành 2 vòng; có triền hình gối ở trong nhị; ở hoa lưỡng tính nhị 5 và xen kẽ với cánh hoa. Bầu 1-2 ô.Trên thế giới có 2 chi và 9 loài, phân bố ở châu Á và Bắc Mỹ.Ở Việt Nam có 1 đến 2 chi và từ 2 đến 3 loài.",57
