idChi,Ten_KH,Ten_TV,Mo_ta,idHo
170,Anthurium,"Môn hồng, Vĩ hoa","ANTHURIUM Schott[Từ chữ Hy Lạp anthos: hoa và oura: cái đuôi; bông mo gắn vào mo nom như cái đuôi]Thân ngắn hay dài, mọc bò, leo hay đứng. Lá đơn hay xẻ ngón, có cuống thường phình, có khớp ở đỉnh, với bẹ lá kèm đối diện với lá. Phiến lá có gân liên tục hay gián đoạn.Mo rời, phẳng nhiều hay ít hoặc lõm, ít khi có bẹ ở gốc, có màu lục hoặc các màu khác. Bông mo hình trụ, có chiều dài thay đổi, thường mỏng lại ở đỉnh, mang hoa không cuống, đều lưỡng tính. Hoa có 4 lá đài lợp, các lá đài ngoài khá phát triển; 4 nhị; bầu có 1 hoặc 2 ô, phía trên có đầu nhụy không cuống. Quả mọng, có một hoặc hai hạt, có phôi nhũ bột.Gồm đến 700 loài của các vùng nhiệt đới châu Mỹ, có đến 50 loài được trồng làm cảnh, do tán lá đẹp hoặc do mo có màu sắc đẹp; do trồng trọt, người ta đã tạo nhiều giống trồng",222
171,Antiaris,Sui,"ANTIARIS Lesch.[Từ tên dân gian ở Gia Va là antjar].Cây gỗ rụng lá. Lá mọc so le, gân lông chim; lá kèm nhỏ, sớm rụng. Hoa đơn tính cùng gốc. Cụm hoa đực hình chụp của nấm. Hoa đực có 4 lá đài, ít khi 3 hình môi; 3 - 8 nhị không có chỉ nhị và dựng đứng ở trong nụ. Hoa cái đơn độc, được bao bởi nhiều lá bắc mà không có bao hoa; vòi nhụy 2 hoặc 1 vòi chia đôi; bầu hạ dính liền với đế hoa. Quả mọng có thịt mỏng, hạt không có phôi nhũ.Gồm tới 4 loài của các xứ nhiệt đới Cựu lục địa; ở Việt Nam chỉ có 1 loài: Antiaris toxicaria",85
172,Antidesma,Chòi mòi,"ANTIDESMA L.[Từ chữ Hy Lạp anti: như và desma: dải, dây; liên hệ đến cụm hoa]Cây gỗ hay cây nhỡ. Lá mọc so le, có cuống ngắn, nguyên; gân lông chim; lá kèm 2. Cụm hoa dạng bông, đơn hay không, ở ngọn hay ở nách; hoa khác gốc, rất nhỏ. Hoa đực có đài dạng đấu, 3 - 5 thùy hoặc 3 - 5 lá đài rời. Đĩa mật có tuyến rời hay dính. Nhị 3 - 5 đính trên đĩa; chỉ nhị dài, bao phấn hình tim; có nhụy lép ở giữa. Hoa cái có đài như hoa đực, đĩa mật bao quanh gốc của bầu. Bầu có khi thò ra ngoài đài; 1 ô, 2 noãn; đầu nhụy 2 - 5, đơn hay chẻ đôi. Quả hạch nhỏ, thường nghiêng; hạch có các hốc tạo thành mạng; hạt 1, do thui biến; phôi nhũ nạc.Gồm khoảng 160 loài ở các vùng nhiệt đới và nóng của Cựu lục địa, chủ yếu ở châu Á",199
173,Antigonon,"Hoa ti gôn, Hiếu nữ, Nho hoa","ANTIGONON Endl.[Lấy tên của Antigone, trong thần thoại Hy Lạp, con gái của Oedipus và Jocaste]Cây bụi leo với nhánh có góc. Lá mọc so le, nguyên, có cuống ôm thân.Hoa thành chùm ở nách lá đối diện với lá. Đài có 5 lá đài có màu và không đều nhau, 3 cái ngoài dạng tim, 2 cái trong thuôn. Nhị 3 - 9, không đều nhau mà các chỉ nhị hợp nhau ở gốc và tạo thành một loại chén đính trên đài. Bầu một noãn có 3 góc, phía trên có 3 vòi nhụy dính nhau ở gốc. Quả khô, nằm trong đài bị héo quắt.Gồm 2 - 3 loài của Mêhicô và Trung Mỹ. Ở Việt Nam có trồng 1 loài :Antigonon leptopus",128
174,Antirrhinum,"Hoa mõm sói, Hoa mép dê","ANTIRRHINUM L.[Từ chữ Hy Lạp anti: giống như và rhis, rhinos, mũi hay mõm; tràng hoa nom như mõm con vật]Cây thảo sống nhiều năm. Lá mọc so le hay mọc đối ở gốc, đơn hay mọc vòng ba.Hoa đơn độc, ở nách hoặc thành chùm ở ngọn; tràng hoa không đều, gù lên hoặc thành túi. Quả nang mở.Gồm 42 loài của Tây Bắc châu Mỹ và Tây Địa Trung Hải. Ta có nhập trồng 1 loài, còn 1 loài khác được ghi nhận có ở Việt NamAntirrhinum majus",249
175,Antrophyum,Quyết lưỡi beo,"ANTROPHYUM Kaulf.Dương xỉ có thân gỗ ngắn, đầy vẩy. Lá đơn có phiến thon nhọn hai đầu, dày, không lông; gân giữa không rõ. Ổ túi bào tử xếp thành lằn dài ở mặt dưới lá, giữa túi bào tử có các sợi đàn hồi.Gồm 30 loài ở vùng nhiệt đới.",284
176,Anulodiscus,,,308
177,Aphaenandra,Bướm bạc,,70
178,Aphanamixis,Gội nước,"APHANAMIXIS BlumeCây gỗ. Nhánh non có lông nhung, lông mềm rồi nhẵn. Lá kép lông chim lẻ, ít khi lông chim chẵn. Cụm hoa có hoa lưỡng tính và hoa cái thành bông đơn, ngắn hơn lá; các hoa lưỡng tính và hoa đực thành chùy bông hay chùm có nhiều nhánh, trải ra, dài hơn lá.Hoa có đài gồm 3 - 5 răng, tràng gồm 3 cánh hoa lõm, lợp ở trong nụ; nhị 6; không có đĩa mật. Bầu có 3 ô, chứa 1 - 2 noãn; vòi không có; đầu nhụy hình tháp. Quả nang 3 van; hạt có áo hạt với lá mầm thẳng, không có phôi nhũ.Gồm 3 loài của vùng Ấn Độ - Mã Lai cho đến đảo Xôlômôn",268
179,Aphananthe,"Lát ruối, U hoa","APHANANTHE Planch.[Từ chữ Hy Lạp aphanes: không thấy không nhìn thấy, không phân biệt, do chữ Hy Lạp phainesthei : xuất hiện; và anthos: hoa; có hoa không rõ]Cây gỗ hay cây bụi. Lá đơn, nguyên, mọc so le, mép có răng; gân gốc 3; gân bên xếp dạng lông chim, kéo dài thành gai ở mép lá.Hoa đơn tính, đực cái cùng gốc. Hoa đực tập hợp thành cụm hoa ở gốc các nhánh non; hoa cái mọc đơn độc ở nách lá phía ngọn các nhánh. Hoa có 5 lá đài, ít khi 4, lợp lên nhau; nhị 5. Quả hạch mang đài tồn tại.Gồm 5 loài ở Mađagaxca, vùng Ấn Độ - Mã Lai và Đông Ôxtrâylia",193
180,Aphelandra,Lá ngựa vằn,"APHELANDRA R.Br.,[Từ chữ Hy lạp aphelos: đơn giản và aner, andros: nhị, người đàn ông]Cây nhỡ có lá mọc đối và tồn tại. Hoa xếp thành bông có lá bắc; đài có 5 lá đài; tràng hai môi, môi trên chẻ đôi, môi dưới chia ba thùy; 4 nhị, 2 đài, 2 ngắn. Quả nang mở, chứa 4 hạt.Có tới 170 loài ở vùng nhiệt đới Nam Mỹ",319
181,Aphelia,,,1
182,Aphyllorchis,"Âm lan, Lan không lá","APHYLLORCHIS Blume[Từ chữ Hy Lạp aphyllos: không có lá, và orchis: một chi họ Lan; liên hệ đến hiện tượng không có lá của các loài trong chi này; cây chỉ có vẩy ở gốc]Lan hoại sinh ở đất, không có lá, có vẩy ở gốc. Thân rễ ngắn mang rễ; thân thẳng, đơn, có bẹ.Cụm hoa thành chùm; lá bắc và hoa thường nhiều. Lá đài giống nhau, rời, đứng. Cánh hoa cùng dạng và cỡ như đài. Cánh môi không cuống hoặc có móng, có tai hay không ở gốc; phiến nguyên hay chia thùy. Cột dính với đầu nhụy ngắn. Bao phấn có chân ngắn, có 2 ô, dính nhau. Khối phấn 2, hình trứng, rời.Gồm tới 30 loài phân bố rộng từ Xri Lanca và  Tây Bắc Himalaya, tới Nhật Bản và Ôxtrâylia.",71
183,Apios,"Căn lê, Thổ loan nhi","APIOS Fabr.[Từ chữ Hy Lạp apios: quả lê, liên hệ đến hình dạng của các rễ củ]Dây leo. Lá lông chim 5 - 7 lá chét, có lá kèm con.Cụm hoa thành chùm ở nách lá hay chùy ở ngọn, rất dài và rất thưa, dài tới 30cm. Hoa 2 - 3cm. Lá bắc và lá con hẹp, dễ rụng. Đài không có điểm tuyến, có 5 thùy ngắn hơn ống mà 2 cái trên dính nhau nhiều hay ít. Tràng có cánh hoa rất không đều, có tai; cánh thìa to hơn các cánh khác. Nhị hai bó (1 + 9), đồng hình. Bầu nhiều ô; vòi nhụy dạng sợi, không lông.Quả đậu không cuống, hình dải, cong lưỡi hái, dài cỡ 5cm, hữu thụ, không có vách ngăn. Hạt có đốm hay chấm, không có áo hạt.Gồm khoảng 10 loài, phân bố chủ yếu ở Bắc Mỹ, Trung Quốc, Đông Dương và Ấn Độ. Chỉ có 1 loài ở Việt Nam: Apios carnea",222
184,Apium,Cần tây,"APIUM L.[Từ chữ Xentơ apon: nước, cây của đầm lầy]Cây thảo, có khi hóa gỗ, dạng cây bụi thấp, sống hằng năm, hai năm, hay sống dai, mọc đứng hay nằm, với rễ cọc hay thân rễ mọc trườn. Lá có cuống, ít khi đơn, dạng lông chim tới xẻ ba 3 lần, các đoạn cuối dạng sợi tới gần tròn; cuống lá có bẹ. Cụm hoa dạng tán kép, ít khi đơn, tán có khi không cuống, có tia hướng lên. Hoa lưỡng tính, màu trắng hay vàng lục. Đài hơi rõ hay không. Cánh hoa gần tròn tới xoan, có đỉnh gập. Bầu có vòi ngắn, chân vòi hình nón hay lõm. Thể quả nguyên hay chẻ đôi ở đỉnh.Quả thuôn tới mắt chim-hình cầu, hay dạng bầu dục, dẹp bên. Cạnh tù, dạng sợi; ống dầu 1 trong mỗi hốc, 2 gờ nối. Hạt tròn hay có hình 5 cạnh.Gồm khoảng 30 loài, phân bố khắp trái đất, chủ yếu ở các vùng ôn đới. Việt Nam có nhập trồng 1 loài là: Apium graveolens",129
185,Apluda,"Cỏ hoa tre, Trấu thảo","APLUDA L.Cỏ sống nhiều năm. Cụm hoa chùm,  có đốt rút còn 3 bông nhỏ, chung quanh có một bẹ lá hình mo bao bọc.Chỉ có một loài từ đảo Morixô, Xôkôtra đến Đài Loan và Nuven Calêđôni : Apluda mutica",19
186,Apocopis,,,244
187,Apodytes,"Dan, Giung, Niều","APODYTES E. Mey. ex Arn.Cây gỗ hay cây bụi; gỗ đặc, không có miền sinh trưởng, cũng không có tia. Lá mọc so le, có cuống, nguyên.Cụm hoa ở nách và ở ngọn thành chùy dạng ngù, phân nhánh; hoa lưỡng tính, có cuống ngắn. Đài nhỏ, thành đấu, có răng. Cánh hoa 5, rời hay dính ở gốc, xếp van. Nhị 5, xen kẽ với cánh hoa; bao phấn có tai, đính trên chỉ nhị ngay ở giữa lưng, hướng trong. Bầu có 1 ô; noãn 2, treo, chồng lên nhau, về một phía của bầu; vòi mảnh, đầu nhụy ít phân biệt. Quả có vỏ cứng, xiên hình trứng, hoặc rộng hơn dài, có gù do sự phát triển một bên vòi trở thành ly tâm; hạt treo, phôi nhỏ ở đỉnh của nội nhũ giàu.Có 2 loài của Cựu lục địa",244
188,Aponogeton,Choi,"APONOGETON L. f.[Từ chữ Xentơ apon: nước, và chữ Hy Lạp geiton: cạnh, lân cận; cây sống ở nước]Cây thủy sinh có gốc kéo dài hay hình trụ và thường phân nhánh, mang túm lá và cụm hoa. Lá mọc từ rễ; phiến lá có gân giữa rõ và một hoặc nhiều đôi gân chính song song nối bởi nhiều gân con nằm ngang.Cụm hoa có cuống dài, nổi trên mặt nước, lúc non có một mo bao quanh và gồm từ 1 - 11 bông. Cây ít khi khác gốc. Hoa lưỡng tính đính quanh trục hoặc chỉ ở về một phía. Các mảnh bao hoa thường là 2; nhị 6; bầu 3,4 ít khi 5 rời nhau, không cuống; noãn 2 - 8 trong mỗi bầu.Quả có mỏ. Hạt không có phôi nhũ, có vỏ đơn hay kép.Gồ̀m tới 45 loài phân bố ở châu Phi, ở Mađagaxca, Ấn Độ, Xri Lanca đến Đông Nam Á cho tới Ôxtrâylia, nhưng chủ yếu ở châu Phi và Mađagaxca",157
189,Aporosa,Thầu tấu,"APOROSA Blume[Từ chữ Hy Lạp aporos: không có lối đi]Cây nhỡ hay cây gỗ, không có nhựa mủ. Lá đơn, mọc so le, phiến không có tuyến.Cụm hoa chùm, bông hay chùy. Hoa đực có 4 lá đài xếp lợp; 2 nhị rời nhau; không có đĩa mật và nhụy lép. Hoa cái có 3 - 4 lá đài, bầu với 2 vòi nhụy, mỗi ô của bầu chứa 2 hạt.Quả nang chứa 1 - 4 hạt.Gồm 75 loài thuộc vùng Ấn Độ - Mã Lai cho tới đảo Xôlômông",21
190,Apostasia,"Cổ lan, Giả lan","APOSTASIA Blume[Từ chữ Hy Lạp apostasia, từ apostasis: sự đào thoát, sự chống lại]Cỏ sống ở đất. Thân cứng, mọc đứng, có nhiều lá. Lá hẹp, dạng lá hòa thảo, dai, có gân. Cụm hoa chùm ở ngọn, trải ra; hoa nhỏ, ở về một phía, hầu hết là hoa đều. Lá đài 3, hình dải, dính với cánh hoa ở trong nụ. Cánh hoa 3, giống nhau, rời khi hoa nở. Nhị 2, dính với nhau; chỉ nhị ngắn, gần mọc đối, rời; bao phấn 2 ô, mọc đứng, có ô song song. Nhị lép mọc đứng, dính với vòi nhụy hoặc không có. Bầu hạ,3 ô; vòi nhụy dài, mang 2 nhị và nhị lép ở các bên; hạt phấn rời. Quả nang hình dải hẹp.Gồm khoảng 7 loài phân bố ở Xri Lanca, Ấn Độ cho đến Philippin, quần đảo Riu Kiu, qua Inđônêxia đến Niu Ghinê và Ôxtrâylia",128
191,Appendicula,"Vệ lan, Lan hạt bí, Lan chân rết","APPENDICULA Blume[Từ chữ Latinh appendicula: phần phụ nhỏ, mô tả những phần phụ nhỏ của cánh môi, hoặc một cái sẹo ở mặt trên, hoặc là bản mỏng dính ở phía trước, rời ở phía sau]Lan biểu sinh hoặc địa sinh thành cụm dày đặc. Lá xếp 2 dãy, có khớp trên bẹ, bao suốt dọc thân. Cụm hoa ở ngọn hoặc ở bên và đối diện, rất nhỏ thành chùm hay thành bông, có khi rất dày đặc; lá bắc tồn tại. Lá đài và cánh hoa giống nhau, các lá đài bên dính dài với nhau thành túi tròn. Cánh môi đính ở chân cột, gắn với túi của các lá đài bên, không có thùy bên, không có khớp, có hay không có thể chai ở mặt trên và ở phía gốc, thường có một bản dính ở trước, rời ở sau. Cột ngắn hay rất ngắn, kéo dài thành chân; mỏ hình ngọn giáo, mọc đứng. Bao phấn đứng, đầu nhọn ở trên. Khối phấn 8 nhưng 2 - 4 cái thô sơ. Quả nang rất nhỏ, hình bầu dục.Gồm đến 150 loài phân bố từ Xich Kim đến các đảo Thái Bình Dương",222
192,Aquilaria,"Trầm hương, Dó, Gió bầu","AQUILARIA Lam.[Aquilaria là dẫn xuất từ chữ Latin aquila: chim đại bàng; có thể do gỗ có những hình dạng như cánh chim. Cũng có tác giả cho biết thuật ngữ này chắc là biến âm của tên Ả Rập là agalugier mà người Bồ Đào Nha đổi thành aquila]Cây gỗ hay cây nhỡ mọc đứng, nhánh non có lông mịn. Lá mọc so le, nguyên, dai, không có lá kèm, gân bên song song; mép lá dày.Cụm hoa ở nách, thành chùy hay tán không cuống hay có cuống ngắn. Hoa mẫu 5. Đế hoa hình chén hay hình ống; lá đài 4 - 5, thường là 5. Cánh hoa 10. Nhị 10 xếp 2 vòng. Đĩa mật không có hoặc dạng vòng. Bầu hình trứng tới hình bầu dục, có lông nhung rậm, với 1 - 2 ô.Quả nang hình ngọn giáo ngược, hình trứng hay hình cầu; hạt 1 - 2, hình trứng.Gồm khoảng 16 loài phân bố ở Ấn Độ, Mianma, Nam Trung Quốc, Thái Lan, Lào, Campuchia, Việt Nam, đến Malaixia, Inđônêxia.",222
193,Aquilegia,Hoa bồ câu,,310
194,Arachis,"Lạc, Đậu phộng","ARACHIS L.[Từ chữ Hy Lạp a: không; rachis : xương sống, trục]Cỏ hằng năm hay sống dai, mọc đứng hay trườn. Lá lông chim chẵn, 4 lá chét. Lá kèm dạng màng, có vân, dính một phần với cuống lá.Cụm hoa ở nách lá thành bông ngắn, không cuống, mang 3 - 7 hoa. Lá bắc dạng màng. Đế hoa dạng sợi. Đài mỏng, dạng sợi, có 5 thùy mà 4 thùy trên dính, thùy dưới rời. Cánh cờ tròn, có móng ngắn; cánh bên rời; cánh thìa có mỏ. Nhị 8 - 10, một bó  với 4 - 5 chỉ nhị dài xen kẽ với 4 - 5 chỉ nhị ngắn. Bầu không cuống, hình dải, 1 - 7 noãn; vòi nhụy dài; đầu nhụy ở đỉnh.Quả hình trụ, thắt lại giữa các hạt, có mạng, có đốt không đều, không mở, phát triển vào trong đất bởi cuống nhụy kéo dài ra; hạt hình trứng hay thuôn; lá mầm nạc, nhiều dầu.Gồm khoảng 22 loài phân bố ở Nam Mỹ, mà một loài được trồng rộng rãi ở các vùng nhiệt đới",262
195,Arachniodes,,,129
196,Arachnis,"Lan nhện, Vũ nữ, Bò cạp tía","ARACHNIS Blume[Từ chữ Hy Lạp arachne: con nhện; liên hệ đến hình dáng ngoài của hoa của loài chuẩn Arachne moschifera giống như con nhện]Lan biểu sinh, không có hành giả; thân mọc thẳng. Lá xếp hai dãy, dai, thường có hai thùy ở đỉnh.Cụm hoa phân nhánh. Lá đài hẹp hay rộng, rời và trải ra. Cánh hoa giống nhau. Cánh môi có khớp ở gốc của cột, có 3 thùy mà 2 thùy bên mọc đứng, cái ở giữa nạc  và đa dạng, có cựa ngắn ở gốc. Cột ngắn. Bao phấn 2 ô. Khối phấn 2.Gồm khoảng 12 loài phân bố từ Tây Bắc  Thái Lan đến Philippin, Inđônêxia, Niu Ghinê và các đảo Thái Bình Dương",114
197,Araiostegia,Quyết nắp màng,"ARAIOSTEGIA Copel.Dương xỉ có thân rễ mọc bò. Lá kép lông chim 3 - 4 lần; cuống lá có đốt. Ổ túi bào tử trên gân phụ, có áo túi.Gồm 12 loài ở vùng Đông Bắc Ấn Độ tới Trung Quốc, Malaixia",222
198,Aralia,"Đơn châu chấu, Cuồng","ARALIA L.[Tên cây ở Canada]Cây thảo sống nhiều năm, cây nhỡ hay cây gỗ nhỏ. Thân thường có gai. Lá mọc so le, dễ rụng, thường kép một lần đến ba lần lông chim. Hoa nhỏ, màu trắng, họp thành tán thường tạo thành chùy to ở ngọn. Quả dạng quả hạch, màu đen.Gồm khoảng 36 loài của Bắc Mỹ, Đông Á và Malaixia",101
